name,p_seq_true,bridges,length,fragments_mapped,both_mapped,properpair,good,bases_uncovered,p_not_segmented
TR6818-c0_g1_i3,0.85291,13,264,43,38,34,14,0,0.717229
TR6818-c0_g2_i1,0.769915,0,313,89,69,51,27,0,0.511692
TR6818-c0_g3_i1,0.702857,0,331,1,1,1,1,89,0.991935
TR6818-c0_g4_i1,0.846512,5,332,15,10,4,2,24,0.908627
TR6818-c1_g1_i1,0.840616,1,704,44,40,37,25,0,0.453203
TR6818-c1_g2_i1,0.818056,0,704,77,64,56,33,1,0.642502
TR6819-c0_g1_i1,0.860131,11,582,80,69,63,34,9,0.205808
TR6819-c0_g1_i2,0.86485,16,389,81,49,45,16,0,0.395848
TR6819-c1_g1_i1,0.816407,1,697,43,43,42,27,12,0.873528
TR6819-c1_g2_i1,0.817143,1,696,12,10,7,5,122,0.98105
TR6820-c0_g1_i1,0.700461,3,248,35,34,29,7,11,0.64333
TR6820-c0_g2_i1,0.980952,0,769,3,3,3,2,617,0.757412
TR6820-c0_g3_i1,0.707776,2,365,79,61,49,19,10,0.242584
TR6820-c0_g4_i1,0.845512,13,809,564,525,474,276,0,0.793984
TR6820-c0_g5_i1,0.925,0,294,5,3,3,3,122,0.112231
TR6821-c0_g1_i1,0.854994,16,1442,1146,1132,1103,596,2,0.278627
TR6821-c0_g2_i1,0.832936,0,1054,905,824,703,393,0,0.661567
TR6821-c0_g3_i1,0.834921,2,1442,126,118,112,61,185,0.206246
TR6821-c0_g4_i1,0.924,0,344,25,23,22,15,2,0.430419
TR6822-c0_g1_i1,0.79224,1,1339,36,35,34,19,73,0.963995
TR6822-c0_g1_i2,0.841404,11,1124,297,285,265,149,0,0.679762
TR6822-c0_g2_i1,0.833766,3,871,28,28,25,12,105,0.975705
TR6822-c0_g3_i1,0.76414,9,453,48,38,28,7,24,0.234794
TR6822-c0_g4_i1,0.832998,16,341,33,24,21,4,0,0.0483028
TR6823-c0_g1_i1,0.795335,0,596,80,70,59,29,5,0.87454
TR6824-c0_g1_i1,0.772487,5,379,8,8,6,0,29,0.718797
TR6824-c0_g2_i1,0.811617,15,502,28,27,23,5,37,0.809647
TR6824-c0_g2_i2,0.874005,0,723,24,23,23,14,69,0.876744
TR6824-c0_g2_i3,0.793789,0,537,8,8,8,4,259,0.887408
TR6824-c0_g2_i4,0.877689,1,503,41,37,34,19,52,0.0463417
TR6824-c0_g2_i5,0.856423,1,616,52,51,49,26,3,0.60347
TR6824-c0_g2_i6,0.779286,1,617,23,19,15,6,2,0.973381
TR6825-c0_g1_i1,0.73269,5,231,135,94,65,47,0,0.468034
TR6825-c0_g2_i1,0.464006,2,251,127,45,16,14,1,0.043135
TR6825-c0_g3_i1,0.808163,0,296,1,1,1,1,69,0.917125
TR6825-c0_g3_i2,0.797668,8,370,8,8,7,0,2,0.655515
TR6825-c0_g3_i3,0.766071,13,370,18,14,13,1,13,0.948313
TR6825-c0_g3_i4,0.2,0,296,1,0,0,0,217,0.997424
TR6826-c0_g1_i1,0.85102,10,284,26,24,23,5,3,0.883788
TR6826-c0_g1_i2,0.88,0,284,2,0,0,0,103,0.990545
TR6826-c0_g2_i1,0.866184,2,310,40,30,24,13,27,0.311657
TR6826-c0_g3_i1,0.736877,3,310,74,50,31,21,41,0.322681
TR6826-c0_g4_i1,0.75,1,231,2,2,2,1,19,0.968305
TR6826-c0_g4_i2,0.830418,3,1042,158,152,135,81,0,0.850229
TR6827-c0_g1_i1,0.736264,0,593,14,11,10,4,46,0.965233
TR6827-c0_g2_i1,0.843719,2,508,419,364,317,168,0,0.264384
TR6827-c0_g3_i1,0.811321,0,485,30,25,20,16,36,0.22577
TR6828-c0_g1_i1,0.817299,3,926,169,153,146,73,10,0.29423
TR6828-c0_g1_i2,0.79001,2,944,71,64,51,30,46,0.245526
TR6828-c0_g2_i1,0.859801,0,461,45,40,37,25,10,0.835129
TR6828-c0_g3_i1,0.825149,3,478,107,88,69,38,0,0.952302
TR6829-c0_g1_i1,0.829586,1,653,77,69,68,40,20,0.758094
TR6829-c0_g2_i1,0.87033,0,692,19,17,17,12,65,0.976298
TR6829-c0_g3_i1,0.82585,0,646,9,9,9,4,163,0.989274
TR6829-c0_g3_i2,0.833435,2,842,170,159,157,86,0,0.858249
TR6829-c0_g3_i3,0.860077,1,842,98,88,79,47,1,0.873477
TR6830-c0_g1_i1,0.457143,0,787,0,0,0,0,702,0.997424
TR6830-c0_g1_i2,0.840659,0,777,33,33,33,18,60,0.771704
TR6830-c0_g1_i3,0.514286,0,745,0,0,0,0,652,0.997424
TR6830-c0_g1_i4,0.800123,0,704,100,100,100,32,0,0.770757
TR6830-c0_g1_i5,0.777049,0,828,23,23,22,15,86,0.92458
TR6830-c0_g1_i6,0.928571,0,755,2,2,2,1,553,0.996583
TR6830-c0_g1_i7,0.821353,2,736,47,47,40,20,17,0.967968
TR6831-c0_g1_i1,0.827422,5,2035,229,225,216,113,12,0.971853
TR6831-c0_g2_i1,0.854975,0,2035,70,67,61,35,123,0.977764
TR6831-c0_g3_i1,0.797692,1,595,182,162,144,74,2,0.880949
TR6831-c0_g4_i1,0.8,3,364,9,3,3,0,24,0.971863
TR6831-c0_g4_i2,0.758804,4,364,16,7,6,1,3,0.720186
TR6832-c0_g1_i1,0.779762,1,387,78,69,64,39,0,0.356242
TR6832-c0_g2_i1,0.814177,0,478,73,60,52,22,2,0.861215
TR6832-c0_g3_i1,0.906667,0,346,7,7,7,4,113,0.525616
TR6833-c0_g1_i1,0.848091,0,932,43,42,42,23,31,0.555493
TR6833-c0_g1_i2,0.923041,1,889,31,30,29,21,203,0.15611
TR6833-c0_g2_i1,0.77483,8,426,19,15,14,1,5,0.938112
TR6833-c0_g2_i2,0.749261,11,425,26,21,15,2,3,0.917425
TR6833-c0_g3_i1,0.859341,0,871,12,12,12,10,205,0.921124
TR6833-c0_g4_i1,0.807792,1,896,25,25,23,9,86,0.368009
TR6833-c0_g5_i1,0.835374,1,880,62,58,54,29,20,0.556275
TR6834-c0_g1_i1,0.839106,2,424,101,83,67,35,0,0.773686
TR6834-c0_g2_i1,0.809195,1,373,50,37,30,16,2,0.761923
TR6834-c0_g3_i1,0.971429,0,246,11,8,8,7,4,0.934134
TR6834-c0_g4_i1,0.915102,0,543,10,9,8,5,6,0.971894
TR6834-c0_g4_i2,0.852642,21,510,233,196,181,72,0,0.756143
TR6835-c0_g1_i1,0.813864,2,584,101,96,91,36,0,0.957449
TR6835-c0_g1_i2,0.751843,2,593,49,40,36,24,0,0.982112
TR6835-c0_g1_i3,0.851227,3,573,113,97,88,54,2,0.648912
TR6835-c0_g2_i1,0.797232,1,304,198,139,128,59,0,0.610413
TR6836-c0_g1_i1,0.810068,20,929,529,497,474,250,0,0.935355
TR6836-c0_g1_i2,0.771211,5,978,290,260,250,139,4,0.880747
TR6836-c0_g2_i1,0.787,1,921,98,91,79,43,0,0.933823
TR6836-c0_g3_i1,0.61388,58,321,126,100,61,15,0,0.411851
TR6836-c0_g3_i2,0.802403,78,280,123,110,89,10,0,0.0838341
TR6836-c0_g4_i1,0.771918,12,314,154,130,85,51,1,0.053186
TR6837-c0_g1_i1,0.840092,0,318,120,107,98,54,10,0.724684
TR6837-c0_g2_i1,0.844784,1,2143,91,91,90,56,73,0.965615
TR6837-c0_g2_i2,0.8466,3,2097,295,290,281,166,8,0.934166
TR6837-c0_g2_i3,0.831868,0,1932,26,24,23,13,787,0.975492
TR6837-c0_g2_i4,0.865546,0,510,45,41,38,20,5,0.901364
TR6837-c0_g3_i1,0.933333,0,317,10,6,5,4,0,0.568948
TR6837-c1_g1_i1,0.907563,0,348,9,8,8,7,17,0.939788
TR6838-c0_g1_i1,0.828571,0,360,1,0,0,0,264,0.997424
TR6838-c0_g2_i1,0.833272,8,1482,448,436,427,239,0,0.955075
TR6838-c0_g3_i1,0.821185,8,360,523,474,420,232,0,0.725946
TR6838-c0_g4_i1,0.847055,5,1533,382,370,363,210,1,0.956411
TR6838-c0_g5_i1,0.831056,2,1482,92,81,75,46,59,0.947372
TR6838-c0_g6_i1,0.827459,10,357,353,313,254,152,0,0.142108
TR6838-c0_g7_i1,0.855033,9,1450,441,383,321,203,4,0.991923
TR6838-c0_g8_i1,0.805991,2,496,92,83,74,34,0,0.198512
TR6839-c0_g1_i1,0.894118,0,529,6,6,5,5,110,0.938279
TR6839-c0_g2_i1,0.712782,3,327,22,16,12,2,27,0.076269
TR6839-c0_g2_i2,0.825143,6,328,37,29,26,11,0,0.193564
TR6839-c0_g3_i1,0.862841,3,529,176,169,155,91,0,0.241323
TR6839-c0_g4_i1,0.751821,5,273,26,19,12,6,1,0.264898
TR6839-c0_g4_i2,0.81978,1,273,6,4,3,0,10,0.969602
TR6839-c0_g5_i1,0.885714,8,484,13,10,10,2,2,0.942326
TR6839-c0_g5_i2,0.799351,33,483,67,41,32,0,0,0.899151
TR6840-c0_g1_i1,0.726902,0,273,131,103,72,39,3,0.544173
TR6841-c0_g1_i1,0.847619,5,226,11,7,7,1,1,0.52512
TR6841-c0_g1_i2,0.837093,6,227,28,19,15,8,4,0.664267
TR6841-c0_g2_i1,0.899567,0,238,18,14,12,9,2,0.0779259
TR6842-c0_g1_i1,0.855243,18,437,184,163,143,72,0,0.847053
TR6842-c0_g1_i2,0.821805,3,437,12,10,8,3,37,0.0724119
TR6842-c0_g1_i3,0.784594,11,369,38,33,29,14,2,0.209243
TR6842-c0_g1_i4,0.831894,3,358,16,14,10,6,1,0.0474125
TR6842-c0_g2_i1,0.722857,4,364,13,12,7,4,56,0.925328
TR6842-c0_g3_i1,0.824499,72,427,146,130,111,29,0,0.18531
TR6842-c0_g3_i2,0.780952,8,432,19,15,11,1,59,0.354841
TR6843-c0_g1_i1,0.87033,5,575,17,15,15,7,2,0.919205
TR6843-c0_g1_i2,0.845031,16,486,30,24,19,2,2,0.923194
TR6843-c0_g1_i3,0.802132,3,486,30,21,14,6,4,0.386848
TR6843-c0_g2_i1,0.878347,80,708,325,324,321,142,0,0.691473
TR6843-c0_g2_i2,0.857619,11,462,16,14,13,1,1,0.843762
TR6843-c0_g2_i3,0.87205,0,709,21,19,19,15,59,0.986149
TR6844-c0_g1_i1,0.827993,1,644,138,123,98,49,2,0.790399
TR6844-c0_g2_i1,0.825704,1,725,139,130,113,55,4,0.884546
TR6844-c0_g3_i1,0.885714,0,393,0,0,0,0,302,0.997424
TR6844-c0_g3_i2,0.833766,6,573,18,18,18,5,0,0.878208
TR6844-c0_g3_i3,1,0,688,0,0,0,0,688,0.997424
TR6844-c0_g3_i4,1,0,688,1,1,1,1,576,0.996669
TR6844-c0_g3_i5,0.795604,25,508,79,68,57,22,1,0.760793
TR6844-c0_g3_i6,0.842041,8,573,25,23,23,10,4,0.924662
TR6845-c0_g1_i1,0.774273,5,905,122,97,65,31,14,0.172266
TR6845-c0_g2_i1,0.687375,0,905,54,30,20,18,234,0.464806
TR6845-c1_g1_i1,0.891768,1,240,51,50,49,28,0,0.45414
TR6845-c1_g2_i1,0.814286,0,850,2,2,2,0,663,0.991384
TR6845-c1_g3_i1,0.865079,5,935,192,176,154,89,7,0.0619615
TR6845-c1_g4_i1,0.816869,1,437,100,87,75,45,2,0.696848
TR6846-c0_g1_i1,0.768163,0,229,19,14,11,7,0,0.788696
TR6846-c0_g2_i1,0.751746,7,388,14,13,12,1,6,0.904198
TR6846-c0_g2_i2,0.816825,17,387,26,22,20,2,0,0.811335
TR6846-c0_g2_i3,0.687163,40,516,95,53,37,3,2,0.649105
TR6846-c0_g3_i1,0.796053,22,301,57,39,28,9,1,0.114801
TR6847-c0_g1_i1,0.856098,0,431,131,112,101,61,0,0.799121
TR6847-c0_g2_i1,0.84591,1,531,249,217,191,110,0,0.899051
TR6848-c0_g1_i1,0.837349,6,918,303,292,283,154,0,0.947766
TR6848-c0_g1_i2,0.815646,0,976,44,40,36,17,29,0.94826
TR6848-c0_g2_i1,0.700621,7,236,13,10,8,1,0,0.866881
TR6848-c0_g3_i1,0.722167,3,238,16,12,9,4,14,0.838855
TR6849-c0_g1_i1,0.909317,4,371,9,8,4,3,15,0.944885
TR6849-c0_g2_i1,0.864286,2,370,3,3,3,0,115,0.99568
TR6849-c1_g1_i1,0.854892,1,412,317,275,238,141,5,0.0601926
TR6850-c0_g1_i1,0.857143,0,265,5,2,2,1,33,0.959977
TR6850-c0_g1_i2,0.738776,0,238,7,6,6,1,11,0.833672
TR6850-c0_g1_i3,0.712755,5,266,35,21,17,10,18,0.62347
TR6850-c0_g2_i1,0.574663,1,229,31,19,11,5,0,0.869059
TR6851-c0_g1_i1,0.69,13,363,25,17,12,1,8,0.901291
TR6851-c0_g1_i2,0.882647,37,520,75,75,69,23,9,0.83285
TR6851-c0_g1_i3,0.758824,8,233,16,16,16,5,6,0.760372
TR6851-c0_g2_i1,0.717241,1,343,18,14,7,2,7,0.628678
TR6851-c0_g3_i1,0.786555,1,319,4,4,4,2,2,0.795248
TR6851-c0_g3_i2,0.835023,6,344,51,34,24,11,4,0.811684
TR6852-c0_g1_i1,0.727329,0,307,55,41,31,13,0,0.715772
TR6852-c0_g2_i1,0.755556,5,351,8,8,8,2,1,0.96063
TR6852-c0_g2_i2,0.754407,14,334,18,18,18,0,2,0.763099
TR6852-c0_g2_i3,0.787245,21,334,31,24,23,2,10,0.810771
TR6852-c0_g2_i4,0.228571,0,351,1,1,0,0,272,0.997424
TR6852-c0_g3_i1,0.77978,1,359,72,57,49,27,6,0.763481
TR6853-c0_g1_i1,0.803553,1,328,104,80,74,40,0,0.83141
TR6853-c0_g2_i1,0.819677,0,430,55,48,38,21,18,0.533047
TR6853-c0_g3_i1,0.900251,11,272,14,13,12,1,33,0.55993
TR6853-c0_g3_i2,0.543026,16,311,101,56,20,16,16,0.212615
TR6854-c0_g1_i1,0.814571,4,1652,159,156,145,74,1,0.633041
TR6854-c0_g1_i2,0.840026,23,1601,1375,1255,1108,598,0,0.601164
TR6854-c0_g2_i1,0.79652,65,466,99,86,71,8,5,0.484668
TR6854-c0_g3_i1,0.822969,12,466,22,18,13,0,64,0.0993256
TR6855-c0_g1_i1,0.820276,5,250,11,9,7,3,6,0.787628
TR6855-c0_g2_i1,0.793543,12,557,74,49,42,15,0,0.847421
TR6855-c0_g2_i2,0.841196,9,250,19,11,10,2,3,0.896775
TR6855-c0_g3_i1,0.648935,35,323,119,80,46,23,0,0.0814336
TR6855-c0_g3_i2,0.813543,41,285,70,59,46,8,21,0.134467
TR6856-c0_g1_i1,0.854978,0,941,59,54,50,25,1,0.982387
TR6856-c0_g1_i2,0.816562,4,981,191,159,140,75,1,0.970826
TR6857-c0_g1_i1,0.890909,0,464,4,4,4,3,242,0.976742
TR6857-c0_g2_i1,0.850315,4,874,167,166,159,84,0,0.173936
TR6857-c0_g2_i2,0.801242,0,942,24,21,18,7,53,0.898017
TR6857-c1_g1_i1,1,0,246,5,5,5,5,16,0.95895
TR6858-c0_g1_i1,0.827972,1,710,82,69,57,30,4,0.500675
TR6858-c0_g2_i1,0.836545,4,308,12,11,10,1,0,0.355792
TR6858-c0_g2_i2,1,0,430,0,0,0,0,280,0.997187
TR6858-c0_g2_i3,0.778151,13,431,27,15,11,1,46,0.183398
TR6858-c0_g2_i4,0.790476,0,307,1,0,0,0,198,0.995977
TR6858-c0_g3_i1,0.84632,0,537,33,31,28,17,102,0.913299
TR6859-c0_g1_i1,0.728785,0,245,40,28,18,8,20,0.59893
TR6860-c0_g1_i1,0.804082,0,335,3,3,3,1,135,0.564539
TR6860-c0_g2_i1,0.858986,0,610,14,12,11,7,66,0.970322
TR6860-c0_g2_i2,0.857143,0,646,1,1,1,0,547,0.984378
TR6860-c0_g2_i3,0.841196,1,544,48,48,48,24,0,0.872749
TR6860-c0_g2_i4,0.865476,2,646,49,48,46,22,5,0.913628
TR6860-c0_g2_i5,0.809524,0,544,1,1,1,0,353,0.996913
TR6860-c0_g2_i6,0.638095,0,552,1,1,1,0,357,0.997062
TR6860-c0_g2_i7,0.85731,11,532,70,68,68,30,0,0.66226
TR6860-c0_g2_i8,0.821622,6,502,16,13,13,5,10,0.896798
TR6860-c0_g2_i9,1,0,532,0,0,0,0,532,0.997424
TR6860-c0_g3_i1,1,0,302,0,0,0,0,302,0.997424
TR6861-c0_g1_i1,0.836842,2,883,126,125,123,68,6,0.875621
TR6861-c0_g1_i2,0.840791,4,882,248,209,197,109,0,0.775936
TR6862-c0_g1_i1,0.81075,8,375,240,222,192,96,1,0.366085
TR6862-c0_g2_i1,0.72381,0,255,6,4,3,2,2,0.926869
TR6862-c0_g2_i2,0.765508,8,451,45,43,36,10,1,0.687685
TR6862-c0_g2_i3,0.836545,3,255,21,12,11,5,0,0.855294
TR6863-c0_g1_i1,0.639456,0,275,13,4,2,1,24,0.494063
TR6863-c0_g1_i2,0.77529,8,297,67,46,29,13,26,0.0785904
TR6864-c0_g1_i1,0.434545,44,1011,255,236,182,104,0,0.324814
TR6864-c0_g2_i1,0.79033,0,783,31,29,26,18,87,0.42594
TR6865-c0_g1_i1,0.842703,8,1424,223,214,197,109,7,0.947515
TR6865-c0_g2_i1,0.859897,17,483,24,22,16,1,33,0.792518
TR6865-c0_g2_i2,0.857585,14,441,181,167,151,87,26,0.245938
TR6866-c0_g1_i1,0.856431,0,596,199,173,145,87,0,0.0969497
TR6866-c0_g2_i1,0.890179,2,271,27,26,24,14,3,0.874334
TR6866-c0_g2_i2,0.752381,4,427,6,6,6,1,29,0.947063
TR6866-c0_g2_i3,0.835521,12,448,31,29,26,7,5,0.947492
TR6866-c0_g2_i4,0.828571,1,517,6,5,4,1,57,0.993774
TR6866-c1_g1_i1,0.840476,1,282,43,42,36,22,1,0.797154
TR6867-c0_g1_i1,0.889925,1,244,42,38,36,27,0,0.563962
TR6867-c0_g2_i1,0.827463,0,412,190,144,125,62,3,0.348036
TR6867-c0_g3_i1,0.836939,12,358,138,121,109,50,1,0.88286
TR6867-c0_g4_i1,0.847205,4,415,52,33,32,16,0,0.945601
TR6868-c0_g1_i1,0.794927,4,303,58,51,43,26,8,0.90411
TR6868-c0_g2_i1,0.768571,3,262,22,17,13,8,44,0.288333
TR6869-c0_g1_i1,0.837188,0,841,25,25,25,16,35,0.948521
TR6869-c0_g1_i2,0.844898,1,390,17,17,16,5,71,0.92717
TR6869-c0_g1_i3,0.892517,0,485,18,17,17,12,0,0.961816
TR6869-c0_g1_i4,0.841683,2,646,72,63,56,32,0,0.947274
TR6869-c0_g1_i5,0.873673,5,390,139,126,109,64,5,0.297367
TR6870-c0_g1_i1,0.794398,4,328,16,11,8,7,1,0.940844
TR6870-c0_g1_i2,0.928163,7,327,18,14,11,5,24,0.219943
TR6870-c0_g2_i1,0.844099,1,546,19,18,17,11,51,0.95484
TR6870-c0_g3_i1,0.881313,10,546,208,194,165,97,0,0.285406
TR6870-c0_g4_i1,0.865361,3,559,132,127,123,71,0,0.727865
TR6870-c0_g4_i2,0.87062,0,559,21,19,16,8,38,0.756339
TR6871-c0_g1_i1,0.883558,0,438,22,22,22,13,4,0.256507
TR6871-c0_g2_i1,1,0,302,0,0,0,0,155,0.997314
TR6871-c0_g2_i2,0.706667,6,303,6,6,5,0,2,0.416817
TR6871-c0_g2_i3,0.792381,1,429,4,1,1,0,15,0.956065
TR6871-c0_g2_i4,0.813255,15,428,40,29,20,4,0,0.538321
TR6871-c0_g3_i1,0.750265,2,482,48,41,30,18,19,0.676521
TR6872-c0_g1_i1,0.827145,5,981,394,377,320,175,0,0.865213
TR6872-c0_g2_i1,0.713597,1,261,166,82,62,23,0,0.0712272
TR6872-c0_g3_i1,0.847059,12,260,70,58,50,20,0,0.869818
TR6872-c0_g3_i2,0.818266,23,228,267,166,125,62,0,0.833226
TR6873-c0_g1_i1,1,0,401,0,0,0,0,401,0.997424
TR6873-c0_g2_i1,0.884762,6,1070,76,76,76,42,36,0.611259
TR6873-c0_g2_i2,0.938462,0,517,4,4,4,0,301,0.663905
TR6873-c0_g2_i3,0.81026,10,1070,87,87,87,42,45,0.895806
TR6873-c0_g2_i4,1,0,1144,0,0,0,0,1144,0.997424
TR6873-c0_g2_i5,0.552381,0,1170,1,1,1,0,973,0.997314
TR6873-c0_g2_i6,0.853695,0,1292,26,26,26,16,307,0.912914
TR6873-c0_g2_i7,1,0,1144,1,1,1,1,1037,0.997313
TR6873-c0_g2_i8,0.792857,0,1192,2,2,2,1,981,0.997314
TR6873-c0_g2_i9,0.82381,0,1292,12,12,12,6,407,0.990983
TR6873-c0_g2_i10,0.871429,0,1170,1,1,1,0,1068,0.997314
TR6873-c0_g2_i11,0.985714,0,1244,2,2,2,2,977,0.997314
TR6873-c0_g2_i12,1,0,1192,0,0,0,0,1192,0.997424
TR6873-c0_g2_i13,0.971429,0,1244,1,1,1,1,1140,0.997314
TR6874-c0_g1_i1,0.852174,12,379,35,32,29,10,1,0.809909
TR6874-c0_g2_i1,0.791678,24,323,28,26,22,0,4,0.694331
TR6874-c0_g2_i2,0.874725,3,323,7,6,4,0,52,0.0720174
TR6874-c0_g3_i1,0.838302,0,926,286,266,238,146,10,0.494686
TR6875-c0_g1_i1,0.874286,1,328,25,20,18,12,2,0.842169
TR6875-c0_g2_i1,0.845793,1,660,132,128,122,75,5,0.423643
TR6875-c0_g2_i2,0.852987,0,699,28,27,25,16,87,0.501687
TR6876-c0_g1_i1,0.83956,0,389,5,5,5,4,54,0.242975
TR6876-c0_g2_i1,0.84756,3,299,90,71,59,42,0,0.875796
TR6876-c0_g3_i1,0.811429,1,229,3,3,2,1,18,0.965263
TR6876-c0_g3_i2,0.88254,8,228,31,20,16,5,5,0.76467
TR6876-c0_g4_i1,0.822703,0,785,151,142,126,74,2,0.666471
TR6876-c0_g5_i1,0.860591,0,392,31,24,23,12,7,0.898324
TR6877-c0_g1_i1,0.687179,1,323,22,16,10,10,0,0.876508
TR6877-c0_g2_i1,0.891071,0,266,7,6,6,4,5,0.634042
TR6877-c0_g3_i1,0.845152,2,353,105,94,80,47,3,0.74059
TR6877-c0_g4_i1,0.842577,0,322,50,45,40,20,22,0.180974
TR6877-c0_g5_i1,0.846512,6,266,19,14,14,5,0,0.82497
TR6877-c0_g6_i1,0.768106,0,265,19,14,10,5,4,0.887062
TR6878-c0_g1_i1,0.799584,5,392,185,156,124,58,1,0.195013
TR6878-c0_g2_i1,0.710317,0,227,46,24,18,9,2,0.791899
TR6878-c0_g3_i1,0.790476,2,392,4,4,4,1,187,0.994928
TR6878-c0_g3_i2,0.800161,31,294,47,34,31,1,0,0.43727
TR6878-c0_g3_i3,0.609524,2,293,7,2,2,0,3,0.956699
TR6879-c0_g1_i1,0.96,1,255,2,2,2,1,103,0.667539
TR6879-c0_g2_i1,0.79873,12,255,27,19,16,2,0,0.617748
TR6879-c0_g3_i1,0.728571,0,723,0,0,0,0,538,0.997424
TR6879-c0_g3_i2,0.342857,0,484,0,0,0,0,395,0.997424
TR6879-c0_g3_i3,0.789744,3,657,14,14,14,10,156,0.895082
TR6879-c0_g3_i4,1,1,676,1,1,1,0,579,0.997424
TR6879-c0_g3_i5,0.803361,0,698,3,3,3,2,130,0.994594
TR6879-c0_g3_i6,0.971429,0,415,0,0,0,0,321,0.997424
TR6879-c0_g3_i7,0.834043,2,610,19,19,17,9,23,0.854502
TR6879-c0_g3_i8,0.811982,10,437,22,22,20,4,18,0.914152
TR6879-c0_g3_i9,0.792857,6,462,9,8,7,0,76,0.723388
TR6879-c0_g3_i10,1,0,745,0,0,0,0,651,0.997424
TR6880-c0_g1_i1,0.851601,2,928,133,130,123,72,32,0.847242
TR6880-c0_g1_i2,0.825974,1,535,6,6,5,0,137,0.610214
TR6880-c0_g1_i3,0.828867,13,929,246,228,203,94,27,0.931877
TR6880-c0_g2_i1,0.890476,2,289,14,12,12,4,4,0.916021
TR6881-c0_g1_i1,0.807305,103,473,105,104,102,0,6,0.79619
TR6881-c0_g2_i1,0.861418,28,2041,323,316,310,168,0,0.948049
TR6881-c0_g2_i2,0.837802,0,1943,110,110,110,61,86,0.940881
TR6881-c0_g3_i1,0.811538,1,659,23,23,22,11,322,0.063899
TR6881-c0_g2_i3,0.828571,0,667,2,2,2,1,525,0.996732
TR6881-c0_g2_i4,0.822642,1,1943,23,23,22,12,748,0.974242
TR6881-c0_g2_i5,0.738776,1,1425,6,6,5,2,884,0.996265
TR6882-c0_g1_i1,0.9,2,266,14,11,11,6,17,0.204125
TR6882-c0_g2_i1,0.838916,7,224,28,24,21,11,5,0.410996
TR6882-c0_g3_i1,0.868571,3,306,4,4,4,0,14,0.968281
TR6882-c0_g3_i2,0.778571,0,307,2,1,1,0,70,0.986263
TR6882-c1_g1_i1,1,0,1302,0,0,0,0,1227,0.997424
TR6882-c1_g1_i2,0.858941,6,1417,214,208,195,110,0,0.894733
TR6882-c1_g1_i3,0.833526,1,469,87,79,69,36,3,0.889706
TR6883-c0_g1_i1,0.816708,0,459,85,77,68,37,8,0.862611
TR6883-c0_g2_i1,0.647368,18,264,59,25,19,2,0,0.616941
TR6883-c0_g2_i2,0.814979,28,264,108,65,47,12,0,0.842019
TR6884-c0_g1_i1,0.841241,100,469,184,129,123,17,0,0.129796
TR6884-c0_g1_i2,0.883571,12,448,18,13,12,1,126,0.111787
TR6884-c0_g2_i1,0.80995,0,546,91,76,70,42,1,0.951294
TR6884-c0_g2_i2,0.83189,0,546,182,148,138,62,0,0.92723
TR6885-c0_g1_i1,0.874372,2,757,207,193,176,111,0,0.711559
TR6885-c0_g2_i1,0.821429,6,456,14,10,7,3,20,0.735724
TR6885-c0_g2_i2,0.842693,24,503,40,38,33,9,21,0.498527
TR6885-c0_g3_i1,0.733333,2,368,4,2,1,0,117,0.985996
TR6885-c0_g3_i2,0.851571,27,412,69,51,46,11,0,0.917089
TR6885-c0_g3_i3,0.761905,2,351,4,3,2,0,43,0.994818
TR6886-c0_g1_i1,0.766327,0,320,13,13,12,7,20,0.749404
TR6886-c0_g2_i1,0.839721,3,302,10,10,10,3,26,0.256177
TR6886-c0_g3_i1,0.832894,25,333,184,175,161,84,0,0.317479
TR6886-c0_g4_i1,1,1,231,2,2,1,1,119,0.759668
TR6886-c0_g5_i1,0.852174,7,351,28,26,23,12,0,0.912568
TR6886-c0_g5_i2,0.758929,4,475,12,12,9,2,100,0.279413
TR6886-c0_g6_i1,0.888183,1,256,45,33,32,19,0,0.758707
TR6886-c0_g7_i1,0.797959,1,268,115,67,58,27,2,0.372436
TR6887-c0_g1_i1,0.824563,2,626,269,237,233,111,0,0.187212
TR6887-c0_g2_i1,0.862585,0,467,49,40,35,23,0,0.508623
TR6887-c0_g3_i1,0.868716,10,554,35,35,35,15,22,0.842502
TR6887-c0_g4_i1,1,3,553,3,3,3,0,276,0.915053
TR6888-c0_g1_i1,0.790903,0,657,127,110,86,42,2,0.873837
TR6888-c0_g2_i1,0.828571,36,506,109,89,79,19,14,0.311383
TR6888-c0_g3_i1,0.880612,22,505,39,36,29,4,45,0.674122
TR6888-c0_g4_i1,0.840844,2,348,82,66,56,30,5,0.81353
TR6888-c0_g5_i1,0.804181,5,331,240,205,169,92,1,0.363706
TR6888-c0_g5_i2,0.860104,1,927,159,156,145,87,1,0.955507
TR6888-c0_g5_i3,0.866807,1,926,33,32,31,19,32,0.901447
TR6889-c0_g1_i1,0.81867,0,837,54,46,39,23,2,0.927372
TR6889-c0_g2_i1,0.831429,0,577,6,6,6,1,13,0.988514
TR6889-c0_g2_i2,0.843407,3,578,107,91,83,40,0,0.788369
TR6889-c0_g3_i1,0.852964,0,813,133,127,109,65,3,0.916654
TR6889-c0_g4_i1,0.848739,14,470,19,19,19,3,28,0.714717
TR6889-c0_g4_i2,0.875958,10,470,12,12,12,0,24,0.695987
